ACTIVITY DATE,OWNER ID,OWNER NAME,FACILITY ID,FACILITY NAME,RECORD ID,PROGRAM NAME,PROGRAM STATUS,PROGRAM ELEMENT (PE),PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,SERVICE CODE,SERVICE DESCRIPTION,SCORE,GRADE,SERIAL NUMBER,EMPLOYEE ID,Location,2011 Supervisorial District Boundaries (Official),Census Tracts 2010,Board Approved Statistical Areas,Zip Codes
09/27/2016,OW0000029,101 N VICTORY SUBWAY INC,FA0034749,SUBWAY #868,PR0038154,SUBWAY #868,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,101 N VICTORY BLVD STE #N,BURBANK,CA,91502,1,ROUTINE INSPECTION,100,A,DAOSDA29N,EE0000250,POINT (-118.316576 34.173683),5,1629,295,20146
09/17/2018,OW0000029,101 N VICTORY SUBWAY INC,FA0034749,SUBWAY #868,PR0038154,SUBWAY #868,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,101 N VICTORY BLVD STE #N,BURBANK,CA,91502,1,ROUTINE INSPECTION,98,A,DAR0OU7Y2,EE0000250,POINT (-118.316576 34.173683),5,1629,295,20146
10/02/2017,OW0000029,101 N VICTORY SUBWAY INC,FA0034749,SUBWAY #868,PR0038154,SUBWAY #868,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,101 N VICTORY BLVD STE #N,BURBANK,CA,91502,1,ROUTINE INSPECTION,96,A,DAT6ORNE1,EE0000250,POINT (-118.316576 34.173683),5,1629,295,20146
01/26/2017,OW0000030,101 NOODLE EXPRESS CORP,FA0002658,101 NOODLE EXPRESS,PR0042022,101 NOODLE EXPRESS CORPORATI,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,6000 SEPULVEDA BLVD STE #3220,CULVER CITY,CA,90230,401,OWNER INITIATED ROUTINE INSPECT.,95,A,DAFPZTMPB,EE0001002,,,,,
01/02/2019,OW0000030,101 NOODLE EXPRESS CORP,FA0002658,101 NOODLE EXPRESS,PR0042022,101 NOODLE EXPRESS CORPORATI,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,6000 SEPULVEDA BLVD STE #3220,CULVER CITY,CA,90230,1,ROUTINE INSPECTION,90,A,DAHP5LXLH,EE0001002,,,,,
01/09/2017,OW0000030,101 NOODLE EXPRESS CORP,FA0002658,101 NOODLE EXPRESS,PR0042022,101 NOODLE EXPRESS CORPORATI,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,6000 SEPULVEDA BLVD STE #3220,CULVER CITY,CA,90230,1,ROUTINE INSPECTION,88,B,DAPI6HDOX,EE0001002,,,,,
12/20/2017,OW0000030,101 NOODLE EXPRESS CORP,FA0002658,101 NOODLE EXPRESS,PR0042022,101 NOODLE EXPRESS CORPORATI,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,6000 SEPULVEDA BLVD STE #3220,CULVER CITY,CA,90230,1,ROUTINE INSPECTION,91,A,DAQUQXKJF,EE0001002,,,,,
05/22/2018,OW0000030,101 NOODLE EXPRESS CORP,FA0002658,101 NOODLE EXPRESS,PR0042022,101 NOODLE EXPRESS CORPORATI,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,6000 SEPULVEDA BLVD STE #3220,CULVER CITY,CA,90230,1,ROUTINE INSPECTION,91,A,DAW3J86P9,EE0001002,,,,,
09/05/2018,OW0000030,101 NOODLE EXPRESS CORP,FA0002658,101 NOODLE EXPRESS,PR0042022,101 NOODLE EXPRESS CORPORATI,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,6000 SEPULVEDA BLVD STE #3220,CULVER CITY,CA,90230,1,ROUTINE INSPECTION,90,A,DAYYQFJXD,EE0001002,,,,,
10/31/2018,OW0000032,101 PHOENIX INC,FA0044505,PHOENIX FOOD BOUTIQUE,PR0004565,PHOENIX FOOD BOUTIQUE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,220 E VALLEY BLVD,ALHAMBRA,CA,91801,1,ROUTINE INSPECTION,92,A,DA0POXB0X,EE0000821,POINT (-118.120401 34.078711),5,1675,2,10151
06/21/2018,OW0000032,101 PHOENIX INC,FA0044505,PHOENIX FOOD BOUTIQUE,PR0004565,PHOENIX FOOD BOUTIQUE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,220 E VALLEY BLVD,ALHAMBRA,CA,91801,1,ROUTINE INSPECTION,94,A,DA0RCQ19F,EE0000821,POINT (-118.120401 34.078711),5,1675,2,10151
03/23/2017,OW0000032,101 PHOENIX INC,FA0044505,PHOENIX FOOD BOUTIQUE,PR0004565,PHOENIX FOOD BOUTIQUE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,220 E VALLEY BLVD,ALHAMBRA,CA,91801,1,ROUTINE INSPECTION,93,A,DA1WMSQOS,EE0000821,POINT (-118.120401 34.078711),5,1675,2,10151
10/26/2016,OW0000032,101 PHOENIX INC,FA0044505,PHOENIX FOOD BOUTIQUE,PR0004565,PHOENIX FOOD BOUTIQUE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,220 E VALLEY BLVD,ALHAMBRA,CA,91801,1,ROUTINE INSPECTION,95,A,DA8A18IJH,EE0000821,POINT (-118.120401 34.078711),5,1675,2,10151
03/27/2019,OW0000032,101 PHOENIX INC,FA0044505,PHOENIX FOOD BOUTIQUE,PR0004565,PHOENIX FOOD BOUTIQUE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,220 E VALLEY BLVD,ALHAMBRA,CA,91801,1,ROUTINE INSPECTION,94,A,DARZ66HNV,EE0000821,POINT (-118.120401 34.078711),5,1675,2,10151
04/11/2018,OW0000032,101 PHOENIX INC,FA0044505,PHOENIX FOOD BOUTIQUE,PR0004565,PHOENIX FOOD BOUTIQUE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,220 E VALLEY BLVD,ALHAMBRA,CA,91801,1,ROUTINE INSPECTION,96,A,DAYOHOUK6,EE0000821,POINT (-118.120401 34.078711),5,1675,2,10151
01/11/2019,OW0000064,1038 INC,FA0068935,PRES SAMMY CHAO,PR0000744,PRES SAMMY CHAO,ACTIVE,1639,RESTAURANT (151 + ) SEATS LOW RISK,1038 S HILL ST,LOS ANGELES,CA,90015,1,ROUTINE INSPECTION,94,A,DAVIHUOY6,EE0001110,POINT (-118.259326 34.040671),1,1255,343,23076
02/15/2018,OW0000064,1038 INC,FA0068935,PRES SAMMY CHAO,PR0000744,PRES SAMMY CHAO,ACTIVE,1639,RESTAURANT (151 + ) SEATS LOW RISK,1038 S HILL ST,LOS ANGELES,CA,90015,1,ROUTINE INSPECTION,96,A,DAZZY0TED,EE0001110,POINT (-118.259326 34.040671),1,1255,343,23076
06/06/2018,OW0229834,104 TEN FOUR,FA0225584,BAR 104,PR0180905,BAR 104,ACTIVE,1633,RESTAURANT (31-60) SEATS LOW RISK,1717 W REDONDO BEACH BLVD,GARDENA,CA,90247,1,ROUTINE INSPECTION,96,A,DA3U2QYLJ,EE0000018,POINT (-118.307694 33.888988),2,666,304,24684
01/16/2019,OW0229834,104 TEN FOUR,FA0225584,BAR 104,PR0180905,BAR 104,ACTIVE,1633,RESTAURANT (31-60) SEATS LOW RISK,1717 W REDONDO BEACH BLVD,GARDENA,CA,90247,1,ROUTINE INSPECTION,91,A,DAQXLOU0R,EE0000018,POINT (-118.307694 33.888988),2,666,304,24684
02/16/2017,OW0229834,104 TEN FOUR,FA0225584,BAR 104,PR0180905,BAR 104,ACTIVE,1633,RESTAURANT (31-60) SEATS LOW RISK,1717 W REDONDO BEACH BLVD,GARDENA,CA,90247,1,ROUTINE INSPECTION,95,A,DAZIUCTLW,EE0000018,POINT (-118.307694 33.888988),2,666,304,24684
03/22/2018,OW0249819,1071 GLENDON PARTNERS LLC,FA0257326,FELLOW RESTAURANT,PR0207206,FELLOW RESTAURANT - BASEMENT KITCHEN,ACTIVE,1632,RESTAURANT (0-30) SEATS HIGH RISK,1071 GLENDON AVE,LOS ANGELES,CA,90024-2907,1,ROUTINE INSPECTION,92,A,DA6WHUK1I,EE0001048,POINT (-118.444366 34.06112),3,389,60,23442
10/16/2018,OW0249819,1071 GLENDON PARTNERS LLC,FA0257326,FELLOW RESTAURANT,PR0207206,FELLOW RESTAURANT - BASEMENT KITCHEN,ACTIVE,1632,RESTAURANT (0-30) SEATS HIGH RISK,1071 GLENDON AVE,LOS ANGELES,CA,90024-2907,1,ROUTINE INSPECTION,93,A,DA6WYQL9S,EE0001048,POINT (-118.444366 34.06112),3,389,60,23442
06/06/2018,OW0249819,1071 GLENDON PARTNERS LLC,FA0257326,FELLOW RESTAURANT,PR0207208,FELLOW RESTAURANT - RESTAURANT & BAR,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,1071 GLENDON AVE,LOS ANGELES,CA,90024-2907,1,ROUTINE INSPECTION,97,A,DA76K0LCT,EE0001048,POINT (-118.444366 34.06112),3,389,60,23442
02/20/2019,OW0249819,1071 GLENDON PARTNERS LLC,FA0257326,FELLOW RESTAURANT,PR0207206,FELLOW RESTAURANT - BASEMENT KITCHEN,ACTIVE,1632,RESTAURANT (0-30) SEATS HIGH RISK,1071 GLENDON AVE,LOS ANGELES,CA,90024-2907,1,ROUTINE INSPECTION,94,A,DABPP2HNY,EE0001048,POINT (-118.444366 34.06112),3,389,60,23442
06/06/2018,OW0249819,1071 GLENDON PARTNERS LLC,FA0257326,FELLOW RESTAURANT,PR0207206,FELLOW RESTAURANT - BASEMENT KITCHEN,ACTIVE,1632,RESTAURANT (0-30) SEATS HIGH RISK,1071 GLENDON AVE,LOS ANGELES,CA,90024-2907,1,ROUTINE INSPECTION,93,A,DAC0YFUGL,EE0001048,POINT (-118.444366 34.06112),3,389,60,23442
10/16/2018,OW0249819,1071 GLENDON PARTNERS LLC,FA0257326,FELLOW RESTAURANT,PR0207208,FELLOW RESTAURANT - RESTAURANT & BAR,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,1071 GLENDON AVE,LOS ANGELES,CA,90024-2907,1,ROUTINE INSPECTION,98,A,DALMKAUJU,EE0001048,POINT (-118.444366 34.06112),3,389,60,23442
02/20/2019,OW0249819,1071 GLENDON PARTNERS LLC,FA0257326,FELLOW RESTAURANT,PR0207208,FELLOW RESTAURANT - RESTAURANT & BAR,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,1071 GLENDON AVE,LOS ANGELES,CA,90024-2907,1,ROUTINE INSPECTION,95,A,DAODRNFW1,EE0001048,POINT (-118.444366 34.06112),3,389,60,23442
03/22/2018,OW0249819,1071 GLENDON PARTNERS LLC,FA0257326,FELLOW RESTAURANT,PR0207208,FELLOW RESTAURANT - RESTAURANT & BAR,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,1071 GLENDON AVE,LOS ANGELES,CA,90024-2907,1,ROUTINE INSPECTION,90,A,DATKRU5XA,EE0001048,POINT (-118.444366 34.06112),3,389,60,23442
09/24/2018,OW0000116,110 SUNSHINE SMOOTHIES INC,FA0069634,ROBEK'S JUICE,PR0025159,ROBEK'S JUICE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1528 N VERMONT AVE # #B,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,93,A,DA3JCI7Z7,EE0000904,POINT (-118.29176 34.098906),3,1444,344,23445
02/27/2019,OW0000116,110 SUNSHINE SMOOTHIES INC,FA0069634,ROBEK'S JUICE,PR0025159,ROBEK'S JUICE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1528 N VERMONT AVE # #B,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,94,A,DA4SIYDHA,EE0000904,POINT (-118.29176 34.098906),3,1444,344,23445
10/26/2016,OW0000116,110 SUNSHINE SMOOTHIES INC,FA0069634,ROBEK'S JUICE,PR0025159,ROBEK'S JUICE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1528 N VERMONT AVE # #B,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,97,A,DAA70K7CV,EE0000904,POINT (-118.29176 34.098906),3,1444,344,23445
12/06/2017,OW0000116,110 SUNSHINE SMOOTHIES INC,FA0069634,ROBEK'S JUICE,PR0025159,ROBEK'S JUICE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1528 N VERMONT AVE # #B,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,97,A,DAF0BKFMJ,EE0000904,POINT (-118.29176 34.098906),3,1444,344,23445
04/17/2018,OW0000116,110 SUNSHINE SMOOTHIES INC,FA0069634,ROBEK'S JUICE,PR0025159,ROBEK'S JUICE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1528 N VERMONT AVE # #B,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,95,A,DAN04WKFH,EE0000904,POINT (-118.29176 34.098906),3,1444,344,23445
03/13/2017,OW0000116,110 SUNSHINE SMOOTHIES INC,FA0069634,ROBEK'S JUICE,PR0025159,ROBEK'S JUICE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1528 N VERMONT AVE # #B,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,93,A,DANGGZQRD,EE0000904,POINT (-118.29176 34.098906),3,1444,344,23445
11/07/2018,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030823,QWENCH 9TH AND FLOWER,PR0009626,QWENCH 9TH AND FLOWER,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,645 W 9TH ST STE 109,LOS ANGELES,CA,90017,1,ROUTINE INSPECTION,90,A,DA0RHLXEA,EE0000721,POINT (-118.260869 34.045421),1,1255,343,23076
03/13/2019,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030823,QWENCH 9TH AND FLOWER,PR0009626,QWENCH 9TH AND FLOWER,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,645 W 9TH ST STE 109,LOS ANGELES,CA,90017,1,ROUTINE INSPECTION,90,A,DA2ZFSPI0,EE0000721,POINT (-118.260869 34.045421),1,1255,343,23076
02/06/2019,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030817,DRINK / QUENCH HOLLYWOOD,PR0010536,DRINK / QUENCH HOLLYWOOD,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,6848 W SUNSET BLVD,LOS ANGELES,CA,90028,1,ROUTINE INSPECTION,95,A,DA5UNDEKJ,EE0000835,POINT (-118.340358 34.097978),3,1405,359,23446
04/13/2018,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030823,QWENCH 9TH AND FLOWER,PR0009626,QWENCH 9TH AND FLOWER,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,645 W 9TH ST STE 109,LOS ANGELES,CA,90017,1,ROUTINE INSPECTION,93,A,DA9JLCKKO,EE0000721,POINT (-118.260869 34.045421),1,1255,343,23076
01/17/2017,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030817,DRINK / QUENCH HOLLYWOOD,PR0010536,DRINK / QUENCH HOLLYWOOD,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,6848 W SUNSET BLVD,LOS ANGELES,CA,90028,1,ROUTINE INSPECTION,91,A,DABLXRQU0,EE0000835,POINT (-118.340358 34.097978),3,1405,359,23446
08/30/2017,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030822,QWENCH JUICE BAR,PR0019841,QWENCH JUICE BAR,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,201 N LOS ANGELES ST STE 24,LOS ANGELES,CA,90012,1,ROUTINE INSPECTION,91,A,DABPFK0H0,EE0000360,POINT (-118.240176 34.054244),1,710,343,22728
01/03/2019,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0261094,QWENCH JUICE BAR,PR0211567,QWENCH JUICE BAR,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,700 W 7TH ST,LOS ANGELES,CA,90017,1,ROUTINE INSPECTION,96,A,DABV0IHFH,EE0001110,POINT (-118.257641 34.048016),1,709,343,23078
07/26/2018,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030822,QWENCH JUICE BAR,PR0019841,QWENCH JUICE BAR,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,201 N LOS ANGELES ST STE 24,LOS ANGELES,CA,90012,1,ROUTINE INSPECTION,94,A,DAEGFPMIF,EE0000360,POINT (-118.240176 34.054244),1,710,343,22728
09/06/2016,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030822,QWENCH JUICE BAR,PR0019841,QWENCH JUICE BAR,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,201 N LOS ANGELES ST STE 24,LOS ANGELES,CA,90012,1,ROUTINE INSPECTION,90,A,DAEW8QXGO,EE0000360,POINT (-118.240176 34.054244),1,710,343,22728
03/13/2018,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030817,DRINK / QUENCH HOLLYWOOD,PR0010536,DRINK / QUENCH HOLLYWOOD,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,6848 W SUNSET BLVD,LOS ANGELES,CA,90028,1,ROUTINE INSPECTION,94,A,DAFM1YEPX,EE0000835,POINT (-118.340358 34.097978),3,1405,359,23446
07/27/2018,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030817,DRINK / QUENCH HOLLYWOOD,PR0010536,DRINK / QUENCH HOLLYWOOD,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,6848 W SUNSET BLVD,LOS ANGELES,CA,90028,1,ROUTINE INSPECTION,90,A,DALLQ3RBJ,EE0000835,POINT (-118.340358 34.097978),3,1405,359,23446
06/20/2017,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030823,QWENCH 9TH AND FLOWER,PR0009626,QWENCH 9TH AND FLOWER,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,645 W 9TH ST STE 109,LOS ANGELES,CA,90017,1,ROUTINE INSPECTION,91,A,DAM23880D,EE0000721,POINT (-118.260869 34.045421),1,1255,343,23076
10/17/2018,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0262865,QWENCH JUICE BAR,PR0213672,QWENCH JUICE BAR,INACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,2595 HOOVER ST # A,LOS ANGELES,CA,90007,1,ROUTINE INSPECTION,99,A,DANKAY5FO,EE0000707,POINT (-118.283971 34.03176),1,1005,437,22724
06/15/2017,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030822,QWENCH JUICE BAR,PR0019841,QWENCH JUICE BAR,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,201 N LOS ANGELES ST STE 24,LOS ANGELES,CA,90012,1,ROUTINE INSPECTION,91,A,DANL8WRBT,EE0000360,POINT (-118.240176 34.054244),1,710,343,22728
08/29/2017,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030817,DRINK / QUENCH HOLLYWOOD,PR0010536,DRINK / QUENCH HOLLYWOOD,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,6848 W SUNSET BLVD,LOS ANGELES,CA,90028,1,ROUTINE INSPECTION,93,A,DAQGI300N,EE0000835,POINT (-118.340358 34.097978),3,1405,359,23446
06/20/2018,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0261094,QWENCH JUICE BAR,PR0211567,QWENCH JUICE BAR,ACTIVE,1630,RESTAURANT (0-30) SEATS MODERATE RISK,700 W 7TH ST,LOS ANGELES,CA,90017,1,ROUTINE INSPECTION,96,A,DAQVPXKMB,EE0001110,POINT (-118.257641 34.048016),1,709,343,23078
12/19/2017,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030823,QWENCH 9TH AND FLOWER,PR0009626,QWENCH 9TH AND FLOWER,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,645 W 9TH ST STE 109,LOS ANGELES,CA,90017,1,ROUTINE INSPECTION,91,A,DASOOMFR0,EE0000721,POINT (-118.260869 34.045421),1,1255,343,23076
09/14/2016,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030817,DRINK / QUENCH HOLLYWOOD,PR0010536,DRINK / QUENCH HOLLYWOOD,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,6848 W SUNSET BLVD,LOS ANGELES,CA,90028,1,ROUTINE INSPECTION,92,A,DATTZ9T0O,EE0000835,POINT (-118.340358 34.097978),3,1405,359,23446
02/14/2018,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030822,QWENCH JUICE BAR,PR0019841,QWENCH JUICE BAR,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,201 N LOS ANGELES ST STE 24,LOS ANGELES,CA,90012,1,ROUTINE INSPECTION,90,A,DAXKTJJXU,EE0000360,POINT (-118.240176 34.054244),1,710,343,22728
01/15/2019,OW0000115,"110 SUNSHINE SMOOTHIES, INC",FA0030822,QWENCH JUICE BAR,PR0019841,QWENCH JUICE BAR,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,201 N LOS ANGELES ST STE 24,LOS ANGELES,CA,90012,1,ROUTINE INSPECTION,95,A,DAYMXQ0LX,EE0000360,POINT (-118.240176 34.054244),1,710,343,22728
10/26/2016,OW0000117,"110 SUNSHINE SMOOTHIES, INC.",FA0030543,DRINK COFFEE + TEA,PR0025522,DRINK COFFEE + TEA,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1528 N VERMONT AVE # #C,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,95,A,DAGYLIWEK,EE0000904,POINT (-118.29176 34.098906),3,1444,344,23445
07/19/2018,OW0000118,"110 SUNSHINE SMOOTHIES, INC.",FA0046628,ROBEKS JUICE,PR0012195,ROBEKS JUICE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1915 N HILLHURST AVE,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,95,A,DAJENPRS5,EE0000846,POINT (-118.287422 34.105883),3,1459,27,23445
01/05/2017,OW0000118,"110 SUNSHINE SMOOTHIES, INC.",FA0046628,ROBEKS JUICE,PR0012195,ROBEKS JUICE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1915 N HILLHURST AVE,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,91,A,DAKZPJLCG,EE0000846,POINT (-118.287422 34.105883),3,1459,27,23445
01/05/2018,OW0000118,"110 SUNSHINE SMOOTHIES, INC.",FA0046628,ROBEKS JUICE,PR0012195,ROBEKS JUICE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1915 N HILLHURST AVE,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,95,A,DAL6AQGIQ,EE0000846,POINT (-118.287422 34.105883),3,1459,27,23445
03/06/2019,OW0000118,"110 SUNSHINE SMOOTHIES, INC.",FA0046628,ROBEKS JUICE,PR0012195,ROBEKS JUICE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1915 N HILLHURST AVE,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,96,A,DANBQGCPU,EE0000846,POINT (-118.287422 34.105883),3,1459,27,23445
08/14/2017,OW0000117,"110 SUNSHINE SMOOTHIES, INC.",FA0030543,DRINK COFFEE + TEA,PR0025522,DRINK COFFEE + TEA,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1528 N VERMONT AVE # #C,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,90,A,DATAXREPB,EE0000904,POINT (-118.29176 34.098906),3,1444,344,23445
03/13/2017,OW0000117,"110 SUNSHINE SMOOTHIES, INC.",FA0030543,DRINK COFFEE + TEA,PR0025522,DRINK COFFEE + TEA,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1528 N VERMONT AVE # #C,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,96,A,DAUPP40X6,EE0000904,POINT (-118.29176 34.098906),3,1444,344,23445
08/17/2017,OW0000118,"110 SUNSHINE SMOOTHIES, INC.",FA0046628,ROBEKS JUICE,PR0012195,ROBEKS JUICE,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1915 N HILLHURST AVE,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,93,A,DAUV5NCL1,EE0000846,POINT (-118.287422 34.105883),3,1459,27,23445
09/25/2018,OW0000117,"110 SUNSHINE SMOOTHIES, INC.",FA0030543,DRINK COFFEE + TEA,PR0025522,DRINK COFFEE + TEA,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1528 N VERMONT AVE # #C,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,97,A,DAVCUSCD5,EE0000904,POINT (-118.29176 34.098906),3,1444,344,23445
04/17/2018,OW0000117,"110 SUNSHINE SMOOTHIES, INC.",FA0030543,DRINK COFFEE + TEA,PR0025522,DRINK COFFEE + TEA,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1528 N VERMONT AVE # #C,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,94,A,DAVOAEZTW,EE0000904,POINT (-118.29176 34.098906),3,1444,344,23445
02/27/2019,OW0000117,"110 SUNSHINE SMOOTHIES, INC.",FA0030543,DRINK COFFEE + TEA,PR0025522,DRINK COFFEE + TEA,ACTIVE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1528 N VERMONT AVE # #C,LOS ANGELES,CA,90027,1,ROUTINE INSPECTION,92,A,DAZEOHHKN,EE0000904,POINT (-118.29176 34.098906),3,1444,344,23445
11/15/2016,OW0000124,1104 WILSHIRE LLC,FA0024522,MELISSE,PR0035795,MELISSE,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,1104 WILSHIRE BLVD,SANTA&#160;MONICA,CA,90401,1,ROUTINE INSPECTION,91,A,DAFHGZRDR,EE0000999,POINT (-118.491502 34.024642),3,448,93,25426
08/15/2017,OW0000124,1104 WILSHIRE LLC,FA0024522,MELISSE,PR0035795,MELISSE,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,1104 WILSHIRE BLVD,SANTA&#160;MONICA,CA,90401,1,ROUTINE INSPECTION,90,A,DAFRNRWMC,EE0000999,POINT (-118.491502 34.024642),3,448,93,25426
04/26/2018,OW0000124,1104 WILSHIRE LLC,FA0024522,MELISSE,PR0035795,MELISSE,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,1104 WILSHIRE BLVD,SANTA&#160;MONICA,CA,90401,1,ROUTINE INSPECTION,93,A,DAO01LD5W,EE0000999,POINT (-118.491502 34.024642),3,448,93,25426
10/18/2018,OW0000124,1104 WILSHIRE LLC,FA0024522,MELISSE,PR0035795,MELISSE,ACTIVE,1638,RESTAURANT (61-150) SEATS HIGH RISK,1104 WILSHIRE BLVD,SANTA&#160;MONICA,CA,90401,1,ROUTINE INSPECTION,90,A,DAQVJ0L00,EE0000999,POINT (-118.491502 34.024642),3,448,93,25426
10/02/2018,OW0245554,11123 LONG BEACH INC,FA0251639,WABA GRILL,PR0200805,WABA GRILL,ACTIVE,1635,RESTAURANT (31-60) SEATS HIGH RISK,11123 LONG BEACH BLVD # 12,LYNWOOD,CA,90262,1,ROUTINE INSPECTION,94,A,DA0LFTTTP,EE0001021,POINT (-118.211899 33.931386),2,935,70,24691
